title,url,description,category,sub_category,skills,extracted_entities
"HTML, CSS, and Javascript for Web Developers",https://www.coursera.org/learn/html-css-javascript-for-web-developers,"Do you realize that the only functionality of a web application that the user directly interacts with is through the web page? Implement it poorly and, to the user, the server-side becomes irrelevant! Today’s user expects a lot out of the web page: it has to load fast, expose the desired service, and be comfortable to view on all devices: from a desktop computers to tablets and mobile phones.",Computer Science,Mobile and Web Development,"HTML,JavaScript,Css Frameworks,Cascading Style Sheets (CSS),","{'SKILL': [{'word': 'TML', 'score': 0.606553316116333}, {'word': 'Javascript', 'score': 0.992749810218811}, {'word': 'Css Framework', 'score': 0.975683867931366}, {'word': 'Ascading Style Sheets', 'score': 0.8828912377357483}, {'word': 'CSS', 'score': 0.7244117259979248}]}"
Introduction to Data Analytics,https://www.coursera.org/learn/introduction-to-data-analytics,"Ready to start a career in Data Analysis but don’t know where to begin? This course presents you with a gentle introduction to Data Analysis, the role of a Data Analyst, and the tools used in this job. You will learn about the skills and responsibilities of a data analyst and hear from several data experts sharing their tips & advice to start a career. This course will help you to differentiate between the roles of Data Analysts, Data Scientists, and Data Engineers. ",Data Science,Data Analysis,"Data Science,Spreadsheet,Microsoft Excel,Data Analysis,Data Visualization (DataViz),","{'SKILL': [{'word': 'Data Science', 'score': 0.965080201625824}, {'word': 'Data Analysis', 'score': 0.9858952164649963}, {'word': 'Data Visualization', 'score': 0.9914280772209167}], 'TOOL': [{'word': 'Read', 'score': 0.8485620617866516}, {'word': 'Microsoft', 'score': 0.8335022330284119}, {'word': 'Dataviz', 'score': 0.9466058611869812}]}"
Writing in the Sciences,https://www.coursera.org/learn/sciwrite,"This course teaches scientists to become more effective writers, using practical examples and exercises. Topics include: principles of good writing, tricks for writing faster and with less anxiety, the format of a scientific manuscript, peer review, grant writing, ethical issues in scientific publication, and writing for general audiences.",Health,Basic Science,"Grammar,Medical Writing,Science Communication,Writing,","{'SKILL': [{'word': 'Medical Writing', 'score': 0.9932628273963928}, {'word': 'Science Communication', 'score': 0.9811455011367798}, {'word': 'Writing', 'score': 0.9424806237220764}]}"
"Unsupervised Learning, Recommenders, Reinforcement Learning",https://www.coursera.org/learn/unsupervised-learning-recommenders-reinforcement-learning,"In the third course of the Machine Learning Specialization, you will:",Data Science,Machine Learning,"Collaborative Filtering,Unsupervised Learning,Recommender Systems,Reinforcement Learning,Anomaly Detection,","{'SKILL': [{'word': 'Filtering', 'score': 0.9822912812232971}, {'word': 'Vised Learning', 'score': 0.827803373336792}, {'word': 'Recommender Systems', 'score': 0.8339306712150574}, {'word': 'Reinforcement Learning', 'score': 0.908436119556427}, {'word': 'Anomaly Detection', 'score': 0.8898641467094421}]}"
Process Data from Dirty to Clean,https://www.coursera.org/learn/process-data,"This is the fourth course in the Google Data Analytics Certificate. These courses will equip you with the skills needed to apply to introductory-level data analyst jobs. In this course, you’ll continue to build your understanding of data analytics and the concepts and tools that data analysts use in their work. You’ll learn how to check and clean your data using spreadsheets and SQL as well as how to verify and report your data cleaning results. Current Google data analysts will continue to instruct and provide you with hands-on ways to accomplish common data analyst tasks with the best tools and resources.",Data Science,Data Analysis,"Spreadsheet,Data Cleansing,Sample Size Determination,SQL,Data Integrity,","{'SKILL': [{'word': 'Data Cleansing', 'score': 0.9864773750305176}, {'word': 'Sam', 'score': 0.762531042098999}, {'word': 'Ple Size Determination', 'score': 0.8975272178649902}, {'word': 'Data Integrity', 'score': 0.9106060266494751}]}"
OKR Certification: Leadership and Goal Setting,https://www.coursera.org/learn/okr,“Ideas are easy. Execution is everything.” -John Doerr,Business,Leadership and Management,"Planning,goal setting,Business Strategy,Leadership And Management,Communication,","{'SKILL': [{'word': 'Business Strategy', 'score': 0.9792410731315613}, {'word': 'Leadership', 'score': 0.7066653370857239}, {'word': 'Management', 'score': 0.9966118931770325}]}"
Psychological First Aid,https://www.coursera.org/learn/psychological-first-aid,"Learn to provide psychological first aid to people in an emergency by employing the RAPID model: Reflective listening, Assessment of needs, Prioritization, Intervention, and Disposition.",Health,Psychology,"Reflective Listening,Active Listening,Crisis Intervention,Psychological First Aid,","{'SKILL': [{'word': 'Listening', 'score': 0.9870675206184387}, {'word': 'Active Listening', 'score': 0.9947085380554199}, {'word': 'Crisis Intervention', 'score': 0.9709984660148621}, {'word': 'Psychological First Aid', 'score': 0.9905335903167725}]}"
Foundations of Data Science,https://www.coursera.org/learn/foundations-of-data-science,"This is the first of seven courses in the Google Advanced Data Analytics Certificate, which will help develop the skills needed to apply for more advanced data professional roles, such as an entry-level data scientist or advanced-level data analyst. Data professionals analyze data to help businesses make better decisions. To do this, they use powerful techniques like data storytelling, statistics, and machine learning. In this course, you’ll begin your learning journey by exploring the role of data professionals in the workplace. You’ll also learn about the project workflow PACE (Plan, Analyze, Construct, Execute) and how it can help you organize data projects.   ",Data Science,Data Analysis,"Sharing Insights With Stakeholders,Effective Written Communication,Asking Effective Questions,Cross-Functional Team Dynamics,Project Management,","{'SKILL': [{'word': 'Insight', 'score': 0.8568413853645325}, {'word': 'Akeholders', 'score': 0.8535848259925842}, {'word': 'Written Communication', 'score': 0.9864711761474609}, {'word': 'Questions', 'score': 0.676212728023529}, {'word': 'Fun', 'score': 0.830780029296875}, {'word': 'Ctional Team Dynamics', 'score': 0.88690584897995}, {'word': 'Project Management', 'score': 0.9634957313537598}]}"
Stanford Introduction to Food and Health,https://www.coursera.org/learn/food-and-health,"Around the world, we find ourselves facing global epidemics of obesity, Type 2 Diabetes and other predominantly diet-related diseases. To address these public health crises, we urgently need to explore innovative strategies for promoting healthful eating. There is strong evidence that global increases in the consumption of heavily processed foods, coupled with cultural shifts away from the preparation of food in the home, have contributed to high rates of preventable, chronic disease. In this course, learners will be given the information and practical skills they need to begin optimizing the way they eat. This course will shift the focus away from reductionist discussions about nutrients and move, instead, towards practical discussions about real food and the environment in which we consume it. By the end of this course, learners should have the tools they need to distinguish between foods that will support their health and those that threaten it. In addition, we will present a compelling rationale for a return to simple home cooking, an integral part of our efforts to live longer, healthier lives.",Health,Nutrition,"Health Informatics,Nutrition,Food Safety,Food Science,","{'SKILL': [{'word': 'Health Informatics', 'score': 0.8913704752922058}, {'word': 'Nutrition', 'score': 0.7266424298286438}, {'word': 'Food Safety', 'score': 0.8359097242355347}, {'word': 'Food Science', 'score': 0.8398492336273193}]}"
Successful Negotiation: Essential Strategies and Skills,https://www.coursera.org/learn/negotiation-skills,"We all negotiate on a daily basis. On a personal level, we negotiate with friends, family, landlords, car sellers and employers, among others. Negotiation is also the key to business success. No business can survive without profitable contracts. Within a company, negotiation skills can lead to your career advancement. ",Business,Business Essentials,"Strategic Negotiations,Communication,Negotiation,Decision Tree,","{'SKILL': [{'word': 'Negotiations', 'score': 0.898813009262085}, {'word': 'Communication', 'score': 0.7645031809806824}, {'word': 'Negotiation', 'score': 0.9259288311004639}, {'word': 'Decision Tree', 'score': 0.7665509581565857}]}"
Project Planning: Putting It All Together,https://www.coursera.org/learn/project-planning-google,"This is the third course in the Google Project Management Certificate program. This course will explore how to map out a project in the second phase of the project life cycle: the project planning phase. You will examine the key components of a project plan, how to make accurate time estimates, and how to set milestones. Next, you will learn how to build and manage a budget and how the procurement processes work. Then, you will discover tools that can help you identify and manage different types of risk and how to use a risk management plan to communicate and resolve risks. Finally, you will explore how to draft and manage a communication plan and how to organize project documentation. Current Google project managers will continue to instruct and provide you with hands-on approaches for accomplishing these tasks while showing you the best project management tools and resources for the job at hand.",Business,Leadership and Management,"Project Planning,Strategic Thinking,Risk Management,Task Estimation,Procurement,","{'SKILL': [{'word': 'Project Planning', 'score': 0.9636430740356445}, {'word': 'Strategic Thinking', 'score': 0.9886794090270996}, {'word': 'Risk Management', 'score': 0.8240537643432617}, {'word': 'Task Estimation', 'score': 0.9096308946609497}, {'word': 'Procurement', 'score': 0.7475043535232544}]}"
